id,descripcion,sector,tipo_datos,etiqueta,notas,longitud,descripcion_limpia
63,Algoritmo de evaluación de riesgo de reincidencia de menores infractores que determina automáticamente las medidas de internamiento sin supervisión del juez de menores,justicia,datos_personales,alto_riesgo,Anexo III punto 8 — sistemas de IA en administración de justicia con menores. Las medidas privativas de libertad para menores basadas en predicción algorítmica sin supervisión judicial vulneran el interés superior del menor y garantías procesales.,167,algoritmo evaluación riesgo reincidencia menores infractores determina automáticamente medidas internamiento supervisión juez menores
64,Plataforma de telemedicina que analiza síntomas y prescribe automáticamente medicamentos de prescripción a pacientes sin supervisión de ningún médico colegiado,sanidad,datos_personales,alto_riesgo,"Anexo III punto 5a — sistemas de IA en prestación sanitaria directa. La prescripción automatizada sin supervisión médica puede causar daño por interacciones farmacológicas, alergias o diagnósticos subyacentes no detectados.",159,plataforma telemedicina analiza síntomas prescribe automáticamente medicamentos prescripción pacientes supervisión médico colegiado
65,Sistema de detección de fraude bancario que bloquea automáticamente cuentas y fondos de clientes durante semanas sin revisión humana ni posibilidad de recurso inmediato,banca,datos_financieros,alto_riesgo,Anexo III punto 5b — sistemas de IA en servicios financieros de alto impacto. El bloqueo automatizado prolongado sin revisión puede dejar a personas sin acceso a sus fondos en situaciones de emergencia vulnerando sus derechos económicos.,168,sistema detección fraude bancario bloquea automáticamente cuentas fondos clientes semanas revisión humana posibilidad recurso inmediato
66,Herramienta de evaluación de riesgo sísmico que controla autónomamente las alertas de evacuación de edificios sin validación de ningún experto en ingeniería estructural,infraestructura,ninguno,alto_riesgo,Anexo III punto 2 — sistemas de IA en gestión de emergencias de infraestructuras críticas. Las alertas de evacuación falsas o tardías sin validación experta pueden causar accidentes masivos o dejar a personas expuestas a riesgo real.,168,herramienta evaluación riesgo sísmico controla autónomamente alertas evacuación edificios validación experto ingeniería estructural
67,Sistema de IA utilizado en cárceles que determina automáticamente los privilegios y restricciones de cada recluso basándose en análisis de comportamiento sin revisión del equipo penitenciario,justicia,datos_personales,alto_riesgo,Anexo III punto 8 — sistemas de IA en administración penitenciaria. La gestión automatizada de condiciones de reclusión sin supervisión vulnera la dignidad de los reclusos y su derecho a la reinserción sin posibilidad de recurso.,191,sistema ia utilizado cárceles determina automáticamente privilegios restricciones recluso basándose análisis comportamiento revisión equipo penitenciario
68,Chatbot de atención al cliente de un banco que responde dudas sobre saldos y movimientos sin identificarse como IA al inicio de la conversación,banca,datos_financieros,riesgo_limitado,Art. 50.1 — obligación de informar que el usuario interactúa con IA. El incumplimiento impide al usuario solicitar atención humana para consultas sensibles sobre sus finanzas personales.,143,chatbot atención cliente banco responde dudas saldos movimientos identificarse ia inicio conversación
69,Asistente de voz en televisores inteligentes que interpreta comandos de control remoto y búsqueda sin informar al usuario de que procesa y almacena sus comandos de voz,tecnologia,datos_personales,riesgo_limitado,Art. 50.1 — obligación de transparencia en sistemas que interactúan con humanos. El tratamiento de datos de voz en el hogar sin información clara vulnera la privacidad doméstica y el derecho a la información del usuario.,167,asistente voz televisores inteligentes interpreta comandos control remoto búsqueda informar usuario procesa almacena comandos voz
70,Sistema que genera deepfakes de presentadores de noticias para crear vídeos falsos de declaraciones que nunca hicieron sin etiquetar el contenido como sintético,comunicacion,datos_biométricos,riesgo_limitado,Art. 50.4 — obligación de etiquetar contenido generado por IA. La creación y difusión de deepfakes de periodistas sin etiquetado puede causar daño reputacional grave y contribuir a la desinformación pública.,160,sistema genera deepfakes presentadores noticias crear vídeos falsos declaraciones etiquetar contenido sintético
71,Modelo de lenguaje de propósito general para uso empresarial que genera contratos y documentos legales sin advertir sobre sus limitaciones ni recomendar revisión por abogado,tecnologia,ninguno,riesgo_limitado,Art. 50 y Art. 53 — obligaciones de transparencia para modelos de uso general. La falta de advertencias sobre limitaciones en contextos legales puede inducir a las empresas a usar documentos con errores con consecuencias jurídicas.,173,modelo lenguaje propósito general empresarial genera contratos documentos legales advertir limitaciones recomendar revisión abogado
72,Chatbot en plataforma de salud mental que simula ser un terapeuta humano certificado sin informar al usuario en ningún momento de que es una IA,sanidad,datos_personales,riesgo_limitado,Art. 50.1 — obligación de informar sobre la naturaleza del sistema. El engaño sobre la identidad del interlocutor en contextos de salud mental puede impedir al usuario buscar ayuda profesional real en situaciones de crisis.,143,chatbot plataforma salud mental simula terapeuta humano certificado informar usuario momento ia
73,Sistema de generación automática de noticias que publica artículos periodísticos firmados con nombre de periodista humano sin indicar que el contenido fue generado por IA,comunicacion,ninguno,riesgo_limitado,Art. 50.4 — obligación de etiquetar contenido generado por IA. La atribución falsa de autoría humana a contenido generado por IA vulnera la integridad del periodismo y el derecho de la audiencia a conocer el origen del contenido.,170,sistema generación automática noticias publica artículos periodísticos firmados nombre periodista humano indicar contenido generado ia
74,Plataforma de asesoramiento financiero online que ofrece recomendaciones de inversión personalizadas sin identificarse como sistema automatizado ni advertir sobre los riesgos,banca,datos_financieros,riesgo_limitado,Art. 50.1 — obligación de transparencia e identificación como IA. La falta de identificación en asesoramiento financiero puede inducir a usuarios a tomar decisiones de inversión creyendo que reciben consejo humano experto.,174,plataforma asesoramiento financiero online ofrece recomendaciones inversión personalizadas identificarse sistema automatizado advertir riesgos
75,Herramienta de generación de imágenes de personas en contextos comprometedores que no incluye ninguna marca de agua ni etiqueta de contenido sintético en las imágenes generadas,tecnologia,datos_personales,riesgo_limitado,"Art. 50.4 — obligación de etiquetar contenido generado por IA. La ausencia de marcas identificativas facilita el uso malicioso de imágenes sintéticas para difamación, acoso o fraude de identidad.",176,herramienta generación imágenes personas contextos comprometedores incluye marca agua etiqueta contenido sintético imágenes generadas
76,Chatbot de orientación vocacional para estudiantes universitarios que no informa de su naturaleza artificial y simula ser un orientador humano con experiencia profesional real,educacion,datos_personales,riesgo_limitado,Art. 50.1 — obligación de informar sobre la naturaleza del sistema. El engaño sobre la identidad del orientador puede generar confianza indebida en recomendaciones académicas y profesionales de alta importancia para el futuro del estudiante.,175,chatbot orientación vocacional estudiantes universitarios informa naturaleza artificial simula orientador humano experiencia profesional real
